"AR(0.8, -0.15)","AR(0.8,0.4)","MA(0.8,0.4)","ARMA( (0.8,-0.15),(0.8,0.4))","ARIMA(2,1,2)"
-0.143317931235711,1.5802368467187,-0.189788080465393,-0.530301750398435,0
0.127914477044919,1.00164270953469,-0.122966724838242,0.366134759120034,-5.10620188339465
1.30368124735632,2.52925775112668,0.838004012530835,0.968489684868755,-6.83771097074913
1.8593792107126,3.02746422189341,-0.767926428911122,1.46163272359518,-5.48500893479617
3.35912132679329,2.88009139343187,0.295840050177196,1.67188357843183,-2.33448234895275
2.5200832809788,3.65399426412497,-1.6288178755033,0.989530420275431,2.74294212836641
1.16346217979786,4.63984265234777,0.517712554112381,0.286920482542382,8.96065500465051
3.1575489992989,5.37741844918124,2.45613322774951,0.0205158514416345,13.2432730519105
3.4555695051832,8.05957732780926,-2.5753862713973,1.70340781246648,16.689235416976
2.78573002008291,9.78056199806873,0.613035337386725,1.53307676587446,20.8699213766093
2.06583261803213,13.5228199165373,2.25604821223733,0.68852707744659,26.1203897966041
1.83275888357144,16.6164937977222,-0.0913556564919102,-0.699259846420646,30.4143126052634
1.96088296808278,19.7333132195048,-4.48631774701688,-0.683046823995342,32.1741284521434
2.34233349339522,22.3962078797625,2.27486382363887,0.949480822795248,31.8772820888453
5.27208780911171,29.0303119833914,0.925387007456245,2.7865291406421,32.1841000597706
5.5753969396561,32.453276161758,1.80701907697618,4.08926788789836,33.0907762108248
4.33826468046222,39.9042913247127,-2.40293418868842,3.169272994445,34.9219694261102
2.8415056749762,46.7583627688487,1.28141131520715,-0.469318870183607,34.9032359050425
2.33140241213415,55.0175368755727,-1.02135896595423,-2.80160029694636,34.1643764402284
1.76136422462171,63.1826577067184,-1.48296325927663,-0.861008021095951,33.2950119140583
1.61288600236124,73.6853338685754,-0.0174851903009214,2.22477100780921,32.4920572195045
0.120290142019782,83.7998481107112,2.43402011278916,4.95035456871737,31.4736457327205
-1.2788481699883,96.3464776533481,0.421983581681587,5.02460805570101,31.5692653874392
-0.204623345473106,110.599359397638,-1.87696890931813,3.2769927170821,32.0120293577756
0.102738012806097,126.70899702009,-1.00751759370877,0.938416403968635,32.8529775574317
1.85411510068854,145.833509526345,2.4361570763724,-0.332797215019972,32.886923827023
2.5706614738645,170.45056432311,-0.687769310251712,-1.37670466867622,32.8080348628588
3.57104361415252,195.38112332934,0.237524333556618,-0.176047578195851,32.9047587833805
3.67101831052057,226.395904099316,0.17216007295144,-0.408215844026352,34.1481369420987
3.70907556653672,260.605396387708,-1.75721155573751,-2.01331296961717,35.4759357653681
2.97019721444258,298.947265014008,1.13093842814963,-4.62106812328603,37.0954438059173
2.3286245181144,344.543896702731,1.88189093838474,-4.68887676196671,37.8334298930874
1.56476051754993,396.465105431662,-2.22002833083336,-3.33233054756727,37.233782381955
0.409983863847022,455.591385852084,0.850644740133393,-2.2624071234149,37.6047464558848
1.09914752298541,523.206658583818,1.10604566733309,-0.424512384323685,38.2984705972162
2.15818957402107,602.303403515808,-1.34746060457871,0.890926566345801,38.4736793264299
0.759527823000108,691.58137611474,-0.577662253630842,1.25493639060153,37.6982643223434
0.539449871889232,796.405459038716,3.39581704710784,0.133735694383986,35.8052259309343
0.140470746347459,915.480755203591,0.813182239741341,-1.33746047369254,33.1883758859573
1.56586923488394,1050.60393479864,-1.90504326942086,-3.21473841786991,28.2186604686199
1.87249220157977,1206.49986101432,-2.45786034297569,-4.21710708827085,24.6292904643146
0.957408067577833,1389.12744025911,-0.867842880689901,-3.94372496801463,23.4895796148112
1.41293245882481,1593.28742916932,3.14041106294733,-4.8739259375042,26.7961713531998
1.88284039748408,1832.10014951141,-1.31922014733799,-4.69780247351153,31.5741831880532
0.160614773994877,2103.07153764988,-0.624831576353892,-3.4969917316843,34.7601702098933
-0.254979908844335,2415.8535470563,0.506032875390178,-2.44091684664034,36.5243869381622
-0.268963254219376,2774.21725699425,0.375693797168913,-0.2977582501467,36.2434241855785
2.86230749999555,3187.30918240667,-3.86718779516477,0.955523172189483,33.2139408490706
2.78911972353519,3659.71387128603,3.18591802380329,0.139896853715457,29.5995056507192
3.5603413262831,4203.79078331889,-1.6378391925503,-0.135371040478099,27.7423913282774
3.42956997324016,4829.02373992932,2.00517283342291,-2.48176638888177,27.5457454121019
3.13842648116556,5544.83983418352,-1.33043701260177,-4.13339947809369,27.0081579443226
2.38029605732057,6368.61107078113,1.28676975791723,-2.29759835483525,25.6097670770643
0.282308859426735,7313.85899689263,-0.221421061882729,1.47725674261144,24.686061071376
1.93017761479288,8400.74304962727,0.864672312754177,3.33860892833458,25.3094044017054
2.51484496636414,9646.26011355868,-3.97253673550426,3.45430777358615,26.5748228464488
2.03514077645647,11077.0633848098,-0.770151447849023,1.86856419750506,27.0124573945978
1.09135137925481,12721.583917529,1.91503233876719,0.940486412648936,26.1555029122971
2.18848606125882,14608.2181965645,-0.343241746926882,-1.81967189329646,24.8343072833239
3.38950981729587,16775.4204168512,0.830570302044523,-3.96955670439344,24.0807469323063
3.39077779780297,19265.8969064817,2.2244076427633,-4.30964980292739,24.0951849625383
3.20867530653045,22123.2836124457,-1.89037538942559,-2.45567864915062,24.3784305127035
2.23023308094518,25406.8120957752,-1.29569151603249,-0.184768102985125,23.6186538851463
2.74194403276686,29174.9773133855,0.483119047149308,0.102712060259524,21.1979702296236
1.76489939718624,33503.4087797206,0.907618350000688,-1.05903195877814,20.0608322220528
1.34016148876621,38473.2768910122,-1.25842097360544,-0.65212086137212,21.7878288717327
2.30198872228624,44180.4051373646,0.291971828277855,1.98152307479615,25.8298638972159
