"Y","X"
"1",6,2.37167223227518
"2",6,0.587525871354826
"3",8,1.66165646008595
"4",8,1.47864805224335
"5",5,0.0712331196014816
"6",8,1.00323720300931
"7",5,1.56632204497775
"8",5,0.902524276268236
"9",7,-1.64978755656929
"10",5,0.407288322007213
"11",7,1.46606704437039
"12",6,1.80253504038076
"13",5,0.667506398426046
"14",6,1.40578102871748
"15",4,1.11167706381902
"16",7,0.755435391077029
"17",5,-0.998820599654612
"18",9,1.39452907794027
"19",8,1.21048222630262
"20",7,1.3056484186886
"21",6,-0.603694078851102
"22",7,0.537130255295135
"23",4,-0.136077921350233
"24",6,2.47208523232811
"25",8,2.04939821724931
"26",5,1.31197723752973
"27",5,1.10253482902034
"28",8,-0.336187715348863
"29",6,-0.634856250104844
"30",4,1.17214211359604
"31",7,3.0929609352223
"32",4,-0.20045541393787
"33",7,1.57597795526246
"34",4,0.471296487333343
"35",5,1.73517017678803
"36",7,0.369855099405745
"37",6,1.09776910659485
"38",5,-0.262219701444928
"39",5,2.21266176120765
"40",5,0.655566376583041
"41",6,1.95792186840425
"42",7,1.27477747284246
"43",6,0.286872802127469
"44",5,-0.97063971786169
"45",7,0.0372432210946533
"46",5,3.44937695719096
"47",7,0.760743959855435
"48",9,-1.49930441568973
"49",5,1.80103216837325
"50",4,1.25091871100915
"51",6,1.88225151365265
"52",6,0.852514502751413
"53",6,0.930141164665693
"54",6,0.771756756279432
"55",2,-0.260248177816108
"56",7,0.890625189690752
"57",6,0.450180438194812
"58",9,-2.89831853953298
"59",7,0.327685116647937
"60",4,-0.304807901505098
"61",7,1.51431254664134
"62",8,-0.496341179912271
"63",5,0.78971317601526
"64",6,0.246788398874364
"65",5,0.0232307959400047
"66",8,-0.544299994932266
"67",8,-0.0476707319718506
"68",6,2.20651370030211
"69",4,0.44780837829702
"70",7,1.49946462484473
"71",9,2.70382695755543
"72",3,1.84810597031448
"73",5,0.72284115638068
"74",3,1.60740082868455
"75",6,0.986114047077402
"76",8,-0.865857611680268
"77",7,1.10345803319441
"78",4,-0.253232077917051
"79",6,0.762079948770299
"80",7,1.32670044526402
"81",6,2.0177840389732
"82",5,1.10231858977043
"83",8,-0.768347910891861
"84",6,0.877051426832856
"85",6,0.048023034773532
"86",5,1.20678045934636
"87",7,1.92448440790553
"88",6,0.146558312252546
"89",3,0.416817669644596
"90",6,1.47105627431137
"91",4,0.323464714622535
"92",5,0.643650279657113
"93",7,-0.361148940711805
"94",9,0.601312305850049
"95",7,0.318655615442594
"96",5,3.44529771300439
"97",6,2.63543649688077
"98",5,2.70293641172728
"99",7,-0.367376083117892
"100",8,0.492415472594243
"101",8,-0.343191710432148
"102",4,-0.217751779880341
"103",7,2.42189112717065
"104",5,1.23920710748169
"105",6,1.41805036881313
"106",7,1.70750534641332
"107",6,1.04329104721295
"108",5,2.01381137587807
"109",4,2.3541912878135
"110",3,0.87935441723846
"111",6,1.41676255865787
"112",7,2.08669401091359
"113",5,0.399178816420331
"114",6,-1.47681906611447
"115",6,0.517361021730717
"116",6,1.79944886260488
"117",5,2.84599341712901
"118",7,-0.239955312096733
"119",8,1.62007295586003
"120",7,1.12037800347005
"121",7,-0.116537439984334
"122",7,1.4733290672356
"123",4,1.27864066577505
"124",6,1.72224339634814
"125",8,2.39445671527567
"126",5,0.426274107390659
"127",4,1.48351158708946
"128",7,1.52297082439317
"129",8,1.04647714560704
"130",9,2.054378978213
"131",8,1.79603948701631
"132",6,1.26603636254286
"133",7,0.768960615228435
"134",7,0.72289469528274
"135",8,1.75269888629936
"136",8,0.837444891000246
"137",5,1.98176583152393
"138",5,-0.263649077900331
"139",7,0.0636633633937066
"140",7,1.61381352837369
"141",5,-0.209705925782436
"142",4,0.30855387484631
"143",5,1.65808255079102
"144",4,1.83982967152461
"145",6,1.76547288269996
"146",5,1.97123408181561
"147",9,0.685404077013689
"148",6,2.20154367883491
"149",8,1.6475989939415
"150",8,-0.0204559230323902
"151",5,1.53373689989486
"152",6,1.62408195576948
"153",6,1.25374386062245
"154",7,2.35170799029344
"155",3,1.35493394235107
"156",6,1.63588557159626
"157",5,0.179921039794668
"158",6,2.1664123206114
"159",7,2.29206537853726
"160",6,0.153860007768013
"161",7,1.83496992763807
"162",6,-1.26758473984348
"163",5,0.824657042282517
"164",5,-0.188616639698221
"165",7,1.92385473814529
"166",4,0.00141788728955128
"167",6,1.39103387476034
"168",10,0.181566545307506
"169",6,1.36512181676529
"170",5,1.40978709484089
"171",5,1.69541301170054
"172",5,0.821591291123539
"173",6,2.14397824752586
"174",8,0.280355582318849
"175",8,2.33620652166739
"176",5,3.42783334785407
"177",7,0.876821651680482
"178",7,0.482017266219269
"179",7,1.32022602170644
"180",7,0.801886402855136
"181",8,0.24654023850552
"182",5,0.418666194464974
"183",6,1.74994870827045
"184",2,1.20210489252527
"185",7,2.22421396445988
"186",4,1.0866996613413
"187",4,3.45166985631904
"188",6,2.25583036022234
"189",6,1.02249262984439
"190",5,1.65954791834368
"191",5,2.23368642272843
"192",9,0.391079231018378
"193",7,2.23110682126631
"194",7,0.343191493342702
"195",6,1.67558977290101
"196",5,1.4649339099799
"197",7,1.69163831549761
"198",4,2.41092597283586
"199",5,-0.138654097512279
"200",7,0.800493112442926
"201",5,2.23405548074305
"202",5,0.296790387333751
"203",6,0.0152207793390383
"204",6,1.84185494759724
"205",4,1.4985967087552
"206",4,1.60660455790176
"207",7,1.65228955276284
"208",6,2.54144248235683
"209",8,-0.406777153727267
"210",7,0.713643109176059
"211",6,0.844277202699597
"212",4,-0.283604617651319
"213",8,0.703169405657863
"214",8,2.71790770671689
"215",5,2.78956325493447
"216",6,2.37218934633144
"217",5,1.62461245018465
"218",7,0.579791189049963
"219",7,0.239316668917081
"220",6,-0.203992025849087
"221",4,0.0734842966969107
"222",7,0.980347798635688
"223",8,0.531540204719446
"224",8,1.3678317700359
"225",9,0.247937686140689
"226",8,0.900640436705527
"227",8,-0.561712559760586
"228",8,1.99120465064647
"229",7,1.35518592321561
"230",4,0.0222805376062924
"231",6,1.22786573079968
"232",9,0.697919267522015
"233",8,2.48188685810061
"234",5,1.30748494596192
"235",8,2.20092474494929
"236",7,0.765408563539655
"237",6,0.81914265435571
"238",6,-0.0481226414247327
"239",9,-0.67404705333507
"240",6,1.37278543235481
"241",7,2.33182920785766
"242",6,1.69087887459832
"243",5,1.60706339734115
"244",4,-1.40450572060675
"245",4,0.683539876454675
"246",8,0.0405487015545952
"247",5,-0.691623115750886
"248",8,2.78553933100152
"249",7,-0.227572573091249
"250",5,0.15612539869182
"251",8,1.6012090219079
"252",5,0.589698299660583
"253",6,0.270704970898574
"254",7,0.905865204293541
"255",4,1.41183832616933
"256",6,1.22793214279293
"257",7,1.43871029684268
"258",5,1.3068166248766
"259",6,0.528861564049122
"260",7,2.6686507595063
"261",7,2.70596381292462
"262",8,-0.327598673373244
"263",6,0.299039238317441
"264",6,0.4959206387259
"265",6,2.34684046033151
"266",7,1.0214347058684
"267",8,-0.457529419427764
"268",9,1.42088475120205
"269",7,0.968905488321675
"270",5,0.11123598480406
"271",6,2.61894077817308
"272",8,0.342141927007337
"273",7,1.45861884698796
"274",4,0.597055070989344
"275",7,1.02222610559153
"276",8,0.894295044784015
"277",8,1.08722636743165
"278",5,0.177924663327856
"279",6,-1.097520528675
"280",7,0.319526349250817
"281",6,-0.358477602530285
"282",7,1.55757024958636
"283",7,-1.39926717365686
"284",7,-0.00715990568613534
"285",5,1.2006021371722
"286",5,0.599424009238056
"287",6,0.311751935622053
"288",6,1.23755718489469
"289",8,0.693391820990582
"290",8,3.90342290959434
"291",4,-0.653813852025651
"292",8,0.599699157996145
"293",6,-0.502950261224834
"294",8,-0.433396374726299
"295",4,0.984032941052114
"296",6,0.883199678802891
"297",9,0.264237440876877
"298",6,-0.955924477810098
"299",8,0.305489722468275
"300",5,2.14734660539914
